1;46.8984235330454;15.270214082160424;336.5018921
2;46.8981859;15.270096500000001;335.813324
3;46.89799910000001;15.2700163;335.3076782
4;46.8978508;15.2699564;334.9452209
5;46.897728900000004;15.2699142;334.7503052
6;46.89749380000001;15.269834699999997;334.4399414
7;46.89713278982621;15.269732152759069;334.1433105
8;46.946468700000004;15.3352531;331.5214539
9;46.9464307;15.335298799999997;331.6791687
10;46.946398599999995;15.3353234;331.8342285
11;46.946371;15.335335500000001;331.9831848
12;46.9463233362577;15.33534763614817;332.2557678
13;46.9463223;15.335347899999999;332.2616882
14;46.9463006;15.335333499999999;332.4283142
15;46.9462902;15.335329499999999;332.5022583
16;46.9462786;15.3353279;332.5785828
17;46.9462623;15.335330899999997;332.6741333
18;46.946247899999996;15.3353383;332.7474976
19;46.946233199999995;15.335350199999999;332.8118286
20;46.9461048;15.3352337;333.9136353
21;46.9460633;15.3352056;334.2577209
22;46.94602839999999;15.335190599999997;334.5271301
23;46.945971699999994;15.335182099999999;334.9239807
24;46.945744999999995;15.335011199999999;337.59729
25;46.9455897;15.334922;339.4573669
26;46.9453442;15.334757499999995;342.6482239
27;46.9452721;15.334702600000002;343.6089478
28;46.945029399999996;15.3345464;346.2991943
29;46.9448684;15.3344089;347.8775024
30;46.9447565;15.3343157;348.8058777
31;46.94475619422425;15.334316178148017;348.8074036
32;46.94467522547938;15.334442790383882;349.2790527
