   Pirka;47.00143;15.40921;342.1240234
;47.00159;15.40914;0.0
;47.00176;15.40906;0.0
;47.00199;15.40895;0.0
;47.00219;15.40886;0.0
   Pirka;47.00248;15.40873;341.4980469
;47.00265;15.40865;0.0
;47.00272;15.40863;0.0
;47.00282;15.40861;0.0
;47.00309;15.40849;0.0
   Pirka;47.00332;15.4084;341.7821045
;47.0036;15.40829;0.0
;47.00407;15.40814;0.0
;47.0045;15.40802;0.0
;47.00499;15.40788;0.0
;47.00514;15.40785;0.0
;47.00543;15.40779;0.0
;47.00552;15.40776;0.0
;47.00564;15.40775;0.0
;47.00565;15.40774;0.0
;47.00574;15.40768;0.0
;47.00611;15.40764;0.0
;47.00698;15.40757;0.0
;47.0075;15.40753;0.0
;47.00804;15.4075;0.0
;47.00959;15.4075;0.0
;47.01014;15.40752;0.0
;47.01046;15.40753;0.0
;47.01141;15.40758;0.0
;47.01208;15.40764;0.0
;47.01218;15.40765;0.0
;47.01318;15.40779;0.0
;47.0139;15.4079;0.0
;47.01453;15.40803;0.0
;47.01589;15.40833;0.0
;47.01669;15.40854;0.0
;47.01694;15.40861;0.0
;47.01727;15.4087;0.0
;47.01802;15.40896;0.0
;47.01892;15.40926;0.0
;47.01917;15.40934;0.0
;47.01967;15.40953;0.0
;47.0204;15.40985;0.0
;47.02071;15.40999;0.0
;47.02072;15.41;0.0
   Graz;47.0208;15.41004;348.0016479
;47.02133;15.41028;0.0
;47.02203;15.41061;0.0
;47.0227;15.41092;0.0
;47.02374;15.41142;0.0
   Graz;47.02456;15.41181;348.8466492
;47.02485;15.41195;0.0
;47.02493;15.41199;0.0
;47.0252;15.41212;0.0
;47.02614;15.41258;0.0
   Graz;47.02648;15.41272;350.0
;47.02669;15.4128;0.0
;47.02712;15.41296;0.0
;47.02754;15.41309;0.0
;47.02773;15.41314;0.0
   Graz;47.02824;15.41327;350.6697083
;47.02824;15.41327;0.0
;47.02847;15.41323;0.0
;47.02872;15.41326;0.0
;47.02941;15.41326;0.0
   Graz;47.02973;15.41324;352.8508606
;47.03005;15.41321;0.0
;47.03034;15.41316;0.0
;47.03077;15.41306;0.0
;47.0313;15.4129;0.0
   Graz;47.03133;15.41289;354.4151917
;47.03152;15.41283;0.0
;47.03163;15.41277;0.0
;47.03177;15.41271;0.0
;47.03193;15.41264;0.0
   Graz;47.03215;15.41255;354.152832
;47.03223;15.41252;0.0
;47.03231;15.41251;0.0
;47.03239;15.41252;0.0
;47.03245;15.41254;0.0
   Graz;47.03253;15.41257;354.1662292
;47.03253;15.41257;0.0
;47.03255;15.41262;0.0
;47.03261;15.41271;0.0
;47.03272;15.41288;0.0
;47.03292;15.41302;0.0
;47.03298;15.41305;0.0
;47.03306;15.41308;0.0
;47.03314;15.41308;0.0
;47.03321;15.41306;0.0
   Graz;47.03331;15.41303;353.5882874
;47.0334;15.41299;0.0
;47.03348;15.41294;0.0
;47.03357;15.41283;0.0
;47.03358;15.41282;0.0
;47.03365;15.41273;0.0
;47.03373;15.41255;0.0
;47.03376;15.41244;0.0
;47.0338;15.41227;0.0
;47.03386;15.41218;0.0
;47.03392;15.41204;0.0
;47.03395;15.41195;0.0
;47.034;15.41187;0.0
;47.03403;15.41182;0.0
;47.03405;15.41179;0.0
   Graz;47.03408;15.41176;353.9969177
;47.03411;15.41173;0.0
;47.03416;15.4117;0.0
;47.03421;15.41167;0.0
;47.03434;15.41162;0.0
   Graz;47.03444;15.41159;354.0323792
;47.03444;15.41159;0.0
;47.03453;15.4116;0.0
;47.03468;15.41157;0.0
;47.03491;15.41151;0.0
   Graz;47.0353;15.41138;353.5511169
;47.03544;15.41132;0.0
;47.03606;15.41107;0.0
;47.03631;15.41098;0.0
;47.03636;15.41097;0.0
   Graz;47.0364;15.41094;353.808075
;47.03645;15.4109;0.0
;47.03672;15.4111;0.0
;47.03677;15.41112;0.0
;47.03681;15.41113;0.0
   Graz;47.03685;15.41113;353.5694275
;47.037;15.41124;0.0
;47.03735;15.41146;0.0
;47.03756;15.41157;0.0
;47.03766;15.41163;0.0
   Graz;47.03777;15.41168;353.0
;47.03785;15.41172;0.0
;47.03796;15.41177;0.0
;47.03805;15.41182;0.0
;47.03826;15.41192;0.0
   Graz;47.0385;15.41204;353.870697
;47.03865;15.41211;0.0
;47.03888;15.41222;0.0
;47.03912;15.41234;0.0
;47.03945;15.41248;0.0
   Graz;47.03958;15.41254;355.0
;47.03972;15.4126;0.0
;47.04008;15.41277;0.0
;47.04031;15.41288;0.0
;47.04045;15.41295;0.0
   Graz;47.04068;15.41308;355.883667
;47.0408;15.41316;0.0
;47.04133;15.41342;0.0
;47.04152;15.41352;0.0
;47.04231;15.41386;0.0
   Graz;47.04285;15.41403;355.8077087
;47.04286;15.41403;0.0
;47.04302;15.41408;0.0
;47.04346;15.41422;0.0
;47.04396;15.41436;0.0
   Graz;47.04469;15.41457;355.4087219
;47.04508;15.41468;0.0
;47.04553;15.4148;0.0
;47.04618;15.41498;0.0
;47.04681;15.41516;0.0
   Graz;47.04695;15.41519;356.0002136
;47.04771;15.4154;0.0
;47.04839;15.41552;0.0
;47.04849;15.41554;0.0
;47.04876;15.41559;0.0
   Graz;47.04926;15.41567;357.8521729
;47.05002;15.41581;0.0
;47.05079;15.41594;0.0
;47.05088;15.41595;0.0
;47.05225;15.41619;0.0
   Graz;47.05389;15.41649;359.1941223
;47.05422;15.41656;0.0
;47.05463;15.41664;0.0
;47.0547;15.41665;0.0
;47.05485;15.41669;0.0
   Graz;47.05493;15.41671;360.497467
;47.05506;15.41674;0.0
;47.05519;15.41677;0.0
;47.05559;15.41685;0.0
;47.05572;15.41688;0.0
   Graz;47.0558;15.41692;360.4829102
;47.05588;15.41695;0.0
;47.05615;15.41707;0.0
;47.05633;15.41717;0.0
;47.05665;15.41736;0.0
   Graz;47.05686;15.41747;359.1624146
;47.05704;15.41756;0.0
;47.05737;15.41773;0.0
;47.05778;15.41794;0.0
;47.05791;15.41802;0.0
   Graz;47.05805;15.41812;356.7352905
;47.0581;15.41816;0.0
;47.05819;15.41825;0.0
;47.05833;15.41839;0.0
;47.05841;15.41849;0.0
   Graz;47.0585;15.4186;356.0362244
;47.05856;15.4187;0.0
;47.05865;15.41885;0.0
;47.05878;15.41905;0.0
;47.05892;15.41928;0.0
;47.05913;15.4196;0.0
;47.05941;15.42006;0.0
;47.05957;15.42036;0.0
;47.05965;15.4205;0.0
;47.0597;15.42056;0.0
   Graz;47.05973;15.42059;353.138092
;47.06021;15.4211;0.0
;47.06028;15.42118;0.0
;47.06029;15.42118;0.0
;47.06036;15.42126;0.0
   Graz;47.06044;15.42134;353.7332458
;47.06045;15.42135;0.0
;47.06056;15.42146;0.0
;47.06059;15.42148;0.0
;47.06068;15.42151;0.0
;47.06105;15.42186;0.0
;47.06121;15.42202;0.0
;47.0614;15.42221;0.0
;47.06156;15.42238;0.0
;47.06176;15.42259;0.0
   Graz;47.06179;15.42262;353.1816711
;47.06193;15.42278;0.0
;47.06204;15.42291;0.0
;47.0621;15.423;0.0
;47.06222;15.42316;0.0
   Graz;47.06233;15.42332;353.8927002
;47.06233;15.42332;0.0
;47.06246;15.42356;0.0
;47.06263;15.42385;0.0
;47.06271;15.424;0.0
   Graz;47.06277;15.42409;354.5367126
;47.06279;15.42412;0.0
;47.06281;15.42414;0.0
;47.06284;15.42415;0.0
;47.06291;15.4242;0.0
   Graz;47.06334;15.42442;357.4250488
;47.06355;15.42451;0.0
;47.06365;15.42457;0.0
;47.06376;15.42464;0.0
;47.06426;15.42506;0.0
   Graz;47.06495;15.42562;357.1140137
;47.06555;15.42615;0.0
;47.06648;15.42693;0.0
;47.0665;15.42708;0.0
;47.06651;15.42712;0.0
   Graz;47.06652;15.42722;356.9649048
;47.06652;15.42722;0.0
;47.06677;15.4288;0.0
;47.06675;15.42925;0.0
;47.06676;15.42938;0.0
   Graz;47.06677;15.42952;354.0848083
;47.06678;15.43007;0.0
;47.06678;15.43085;0.0
;47.06682;15.43107;0.0
;47.06685;15.4312;0.0
   Graz;47.06687;15.43135;352.1952209
;47.06687;15.43135;0.0
;47.06661;15.43136;0.0
;47.06648;15.43135;0.0
;47.06648;15.43135;0.0
   Graz;47.06651;15.43155;352.0
;47.06654;15.43171;0.0
;47.06654;15.43171;0.0
;47.06698;15.43205;0.0
;47.06714;15.43219;0.0
   Graz;47.0673;15.43234;353.9856873
;47.06735;15.43239;0.0
;47.06751;15.43256;0.0
;47.06791;15.43294;0.0
;47.0685;15.4335;0.0
   Graz;47.0689;15.43382;354.6725159
;47.06912;15.43395;0.0
;47.06922;15.43398;0.0
;47.06959;15.43405;0.0
;47.06959;15.43405;0.0
   Graz;47.06956;15.43466;352.9620361
;47.06954;15.43515;0.0
;47.06953;15.43528;0.0
;47.06952;15.43558;0.0
;47.06952;15.4356;0.0
   Graz;47.06951;15.43566;351.7872009
;47.06951;15.43576;0.0
;47.06951;15.43576;0.0
;47.0695;15.43605;0.0
;47.06949;15.4361;0.0
   Graz;47.06949;15.43615;355.1368408
;47.06948;15.43621;0.0
;47.06947;15.43635;0.0
;47.06888;15.43686;0.0
;47.06888;15.43686;0.0
   Graz;47.06934;15.43777;362.4949951
;47.06954;15.43819;0.0
;47.0697;15.43844;0.0
;47.06978;15.43854;0.0
;47.07037;15.43947;0.0
